127.8601	0.00E+00
130.2173	0.836115
132.5735	12.84733
134.9289	162.518
137.2834	302.1695
139.637	445.3574
141.9897	1020.004
144.3416	1577.054
146.6925	2488.927
149.0426	3447.624
151.3918	4148.118
153.7401	4612.456
156.0875	4478.828
158.4341	4142.743
160.7797	3199.347
163.1245	2268.634
165.4684	1575.564
167.8114	1001.612
170.1535	526.7991
172.4948	484.0488
174.8352	462.3291
177.1747	247.2765
179.5133	160.8295
181.851	146.3472
184.1879	141.1784
186.5238	24.05098
188.859	102.1635
191.1932	85.66878
193.5265	17.03268
195.859	47.83045
198.1906	17.44412
200.5213	72.42253
202.8512	83.06505
205.1802	80.0558
207.5083	71.75461
209.8355	71.02489
212.1618	171.9083
214.4873	139.5289
216.8119	315.8795
219.1357	282.389
221.4585	296.0784
223.7805	269.4767
226.1017	322.5423
228.4219	380.933
230.7413	388.0233
233.0598	461.1863
235.3774	553.9051
237.6942	606.3409
240.0101	612.1484
242.3251	705.2642
244.6393	562.3806
246.9526	961.1559
249.265	929.4839
251.5766	1035.891
253.8873	1215.593
256.1971	1439.398
258.5061	1763.876
260.8142	2198.051
263.1214	2681.711
265.4278	3545.97
267.7333	4583.669
270.0379	5851.617
272.3417	7318.556
274.6446	8981.778
276.9467	10574.71
279.2479	11333.93
281.5482	11265.88
283.8477	10354.45
286.1462	8888.87
288.444	6837.113
290.7409	5095.083
293.0369	3671.069
295.332	2893.737
297.6263	2156.374
299.9198	1692.304
302.2124	1363.215
304.5041	1173.618
306.795	922.3011
309.085	799.8735
311.3741	785.9818
313.6624	768.0545
315.9498	698.6382
318.2364	654.9207
320.5221	559.9189
322.807	527.3297
325.091	503.4719
327.3741	486.2204
329.6564	502.7225
331.9379	488.6872
334.2185	413.47
336.4982	392.8836
338.7771	340.2531
341.0551	329.9639
343.3323	289.2209
345.6086	309.1099
347.8841	303.4876
350.1588	201.7634
352.4325	112.3712
354.7054	191.823
356.9775	234.5452
359.2487	126.8092
361.5191	141.6936
363.7886	185.8368
366.0573	166.895
368.3251	147.4612
370.5921	136.2313
372.8582	242.0059
375.1235	198.9463
377.388	274.1959
379.6516	170.2249
381.9143	265.7642
384.1762	165.8446
386.4372	258.8387
388.6974	275.1217
390.9568	286.5251
393.2153	203.7574
395.473	353.5569
397.7298	379.5457
399.9858	346.7452
402.2409	370.5454
404.4952	302.7727
406.7487	358.3918
409.0013	330.1003
411.2531	308.829
413.504	282.2448
415.7541	386.1981
418.0033	323.1603
420.2517	348.1055
422.4993	298.9801
424.746	309.6938
426.9919	230.2465
429.237	229.1922
431.4812	289.8113
433.7245	306.6315
435.9671	260.1983
438.2088	110.0979
440.4496	182.6923
442.6897	227.7743
444.9289	119.8373
447.1672	168.5912
449.4047	141.8132
451.6414	158.395
453.8773	123.78
456.1123	170.9969
458.3464	149.1864
460.5798	148.718
462.8123	166.5103
465.0439	159.9927
467.2748	176.7115
469.5048	176.7161
471.734	180.1375
473.9623	262.9339
476.1898	351.5796
478.4165	387.0643
480.6424	241.103
482.8674	323.6444
485.0916	264.1104
487.3149	210.376
489.5375	281.3553
491.7592	218.5814
493.98	300.5885
496.2001	205.9191
498.4193	319.4825
500.6377	186.4397
502.8553	297.9733
505.072	140.9531
507.2879	214.1289
509.503	235.3193
511.7172	270.976
513.9307	199.8055
516.1432	286.4226
518.355	239.0353
520.566	114.7527
522.7761	269.0847
524.9854	85.44128
527.1939	188.6165
529.4016	213.84
531.6084	105.8809
533.8144	94.99225
536.0196	228.945
538.2239	95.10684
540.4275	117.9801
542.6302	94.79617
544.8322	52.97678
547.0332	81.31868
549.2335	116.4272
551.4329	122.8021
553.6315	111.1048
555.8293	111.6418
558.0263	117.8051
560.2225	56.82881
562.4178	33.63684
564.6124	146.2036
566.8061	28.10268
568.999	76.8615
571.191	23.22105
573.3823	3.177631
575.5728	34.11184
577.7624	14.96451
579.9512	41.21694
582.1392	119.9298
584.3264	29.10833
586.5128	59.34861
588.6983	17.61755
590.8831	79.74583
593.067	37.19382
595.2501	4.413101
597.4324	41.55779
599.6139	4.64801
601.7946	39.22051
603.9744	65.0006
606.1535	66.15815
608.3317	0.988102
610.5092	0.773163
612.6858	48.52067
614.8616	29.4102
617.0366	84.12547
619.2108	35.62934
621.3842	46.19636
623.5568	5.115311
625.7285	83.17907
627.8995	37.43255
630.0696	33.45064
632.239	71.8622
634.4075	27.79469
636.5753	160.5519
638.7422	77.59968
