139.2034, 451.0526
141.1319, 465.0545
143.0603, 481.7229
144.9888, 501.1733
146.9173, 524.2186
148.8457, 550.8228
150.7742, 575.2531
152.7027, 597.4413
154.6311, 616.6256
156.5596, 632.2280
158.4881, 644.7198
160.4165, 653.8539
162.3450, 659.9913
164.2735, 667.4140
166.2019, 675.8856
168.1304, 686.4810
170.0589, 699.2082
171.9873, 714.3767
173.9158, 733.0631
175.8443, 754.4555
177.7727, 774.8831
179.7012, 795.6885
181.6297, 813.1291
183.5581, 827.4841
185.4866, 837.9103
187.4151, 846.1870
189.3435, 849.6305
191.2720, 842.5570
193.2005, 824.1404
195.1289, 794.8041
197.0574, 751.7457
198.9859, 703.1163
200.9143, 647.1129
202.8428, 590.7690
204.7713, 540.1801
206.6997, 495.4794
208.6282, 457.4091
210.5567, 425.4478
212.4851, 400.2725
214.4136, 384.5834
216.3421, 373.4738
218.2705, 364.0056
220.1990, 356.4655
222.1275, 352.0777
224.0559, 350.8895
225.9844, 351.4962
227.9129, 354.3505
229.8413, 357.9607
231.7698, 361.0623
233.6983, 364.8307
235.6267, 370.2673
237.5552, 377.6270
239.4837, 388.6941
241.4121, 403.6169
243.3406, 421.8767
245.2691, 442.8311
247.1975, 467.6684
249.1260, 498.2424
251.0545, 533.2759
252.9829, 569.6613
254.9114, 607.4539
256.8399, 644.3597
258.7683, 680.0765
260.6968, 714.5186
262.6253, 748.7814
264.5537, 781.0151
266.4822, 807.2845
268.4107, 829.6940
270.3391, 855.1248
272.2676, 882.9826
274.1961, 917.9916
276.1245, 962.8444
278.0530, 1012.719
279.9815, 1066.452
281.9099, 1123.652
283.8384, 1185.012
285.7669, 1249.752
287.6953, 1312.822
289.6238, 1379.669
291.5523, 1431.959
293.4807, 1471.361
295.4092, 1491.700
297.3377, 1490.474
299.2661, 1465.828
301.1946, 1414.736
303.1231, 1336.228
305.0515, 1245.656
306.9800, 1133.890
308.9085, 1025.204
310.8369, 918.4478
312.7654, 819.7230
314.6939, 733.2699
316.6223, 657.9107
318.5508, 593.1727
320.4793, 539.4569
322.4077, 495.7024
324.3362, 464.6323
326.2647, 437.9799
328.1931, 414.9221
330.1216, 395.4874
332.0501, 380.0484
333.9785, 367.8562
335.9070, 357.6671
337.8355, 349.7416
339.7639, 342.4073
341.6924, 335.9579
343.6209, 329.3346
345.5493, 321.7822
347.4778, 314.7302
349.4063, 308.7289
351.3347, 303.6771
353.2632, 299.8246
355.1917, 297.3324
357.1201, 293.7787
359.0486, 288.6255
360.9771, 284.4206
362.9055, 282.8246
364.8340, 280.7767
366.7625, 275.8986
368.6909, 270.2202
370.6194, 266.7703
372.5479, 265.5123
374.4763, 264.1157
376.4048, 262.6796
378.3333, 260.4268
380.2617, 256.4388
382.1902, 252.8894
384.1187, 251.0705
386.0471, 249.6325
387.9756, 247.1056
389.9041, 244.0116
391.8326, 241.9058
393.7610, 240.7837
395.6895, 239.7622
397.6180, 238.7214
399.5464, 237.6700
401.4749, 236.9063
403.4034, 235.9437
405.3318, 233.9546
407.2603, 231.7508
409.1888, 230.8084
411.1172, 230.9170
413.0457, 231.4308
414.9742, 232.5824
416.9026, 233.1258
418.8311, 232.3035
420.7596, 231.4517
422.6880, 230.9238
424.6165, 230.7955
426.5450, 230.9002
428.4734, 231.2537
430.4019, 232.3598
432.3304, 234.3138
434.2588, 236.0651
436.1873, 237.2836
438.1158, 238.6113
440.0442, 240.5146
441.9727, 242.0361
443.9012, 241.8922
445.8296, 241.8458
447.7581, 244.1222
449.6866, 248.0413
451.6150, 250.8879
453.5435, 252.0067
455.4720, 254.1904
457.4004, 258.7181
459.3289, 262.4459
461.2574, 263.8250
463.1858, 265.5209
465.1143, 269.4437
467.0428, 274.0775
468.9712, 277.6118
470.8997, 280.3545
472.8282, 284.1430
474.7566, 289.5531
476.6851, 293.7167
478.6136, 296.5085
480.5420, 298.6162
482.4705, 299.3098
484.3990, 300.4997
486.3274, 303.9682
488.2559, 307.9243
490.1844, 310.8641
492.1128, 312.7597
494.0413, 313.1334
495.9698, 311.5586
497.8982, 311.3340
499.8267, 312.9820
501.7552, 314.1049
503.6836, 313.9662
505.6121, 313.6066
507.5406, 313.9928
509.4690, 313.8322
511.3975, 311.6784
513.3260, 308.2960
515.2545, 305.8714
517.1829, 304.4270
519.1114, 301.7596
521.0399, 297.7836
522.9683, 293.0609
524.8968, 287.0551
526.8253, 281.6812
528.7537, 278.5056
530.6822, 275.1359
532.6107, 270.1267
534.5391, 264.4158
536.4676, 258.9962
538.3961, 253.8356
540.3245, 248.4467
542.2530, 242.8384
544.1815, 237.7354
546.1099, 233.3022
548.0384, 229.0260
549.9669, 224.9826
551.8953, 220.8488
553.8238, 216.4967
555.7523, 212.0560
557.6807, 207.8650
559.6092, 203.6079
561.5377, 198.0871
563.4661, 191.9709
565.3946, 187.4973
567.3231, 184.7987
569.2515, 181.9668
571.1800, 178.5417
573.1085, 175.5639
575.0369, 173.8021
576.9654, 171.5999
578.8939, 167.8119
580.8223, 164.1138
582.7508, 161.9689
584.6793, 160.3242
586.6077, 157.9084
588.5362, 155.0139
590.4647, 152.3554
592.3931, 149.9811
594.3216, 148.1742
596.2501, 147.3681
598.1785, 145.9609
600.1070, 143.4134
602.0355, 141.3714
603.9639, 140.5798
605.8924, 139.7576
607.8209, 138.3828
609.7493, 136.5173
611.6778, 133.7091
613.6063, 130.9368
615.5347, 129.9293
617.4632, 130.1754
619.3917, 129.2711
621.3201, 127.0534
623.2486, 125.3628
625.1771, 124.1710
627.1055, 123.4848
629.0340, 123.6473
630.9625, 123.4403
632.8909, 122.0499
634.8194, 120.8708
636.7479, 121.0940
638.6763, 121.3175
640.6048, 120.1926
642.5333, 118.6298
644.4617, 118.0752
646.3902, 118.0626
648.3187, 117.2287
650.2471, 115.7108
652.1756, 114.6310
654.1041, 114.0520
656.0325, 114.2651
657.9610, 115.5433
659.8895, 116.3921
661.8179, 116.1939
663.7464, 116.1285
665.6749, 116.6859
667.6033, 117.1152
669.5318, 117.0302
671.4603, 116.7206
673.3887, 116.0869
675.3172, 115.5793
677.2457, 116.1322
679.1741, 117.5694
681.1026, 119.5328
683.0311, 121.9199
684.9595, 123.8358
686.8880, 124.9505
688.8165, 127.6865
690.7449, 132.8616
692.6734, 138.5037
694.6019, 144.9718
696.5303, 151.0486
698.4588, 155.8875
700.3873, 160.3757
702.3157, 165.1182
704.2442, 169.9151
706.1727, 174.7542
708.1011, 179.7483
710.0296, 184.2327
711.9581, 188.7900
713.8865, 195.5033
715.8150, 204.1080
717.7435, 211.0714
719.6719, 215.9124
721.6004, 221.2588
723.5289, 228.2101
725.4573, 233.5817
727.3858, 236.7867
729.3143, 239.3524
731.2427, 242.1176
733.1712, 243.2146
735.0997, 242.4156
737.0281, 239.2552
738.9566, 232.4550
740.8851, 224.0576
742.8135, 215.3403
744.7420, 206.4060
746.6705, 197.8198
748.5989, 188.9248
750.5274, 177.8196
752.4559, 165.3507
754.3843, 155.1928
756.3128, 147.3114
758.2413, 140.6211
760.1697, 135.3339
762.0982, 129.6994
764.0267, 123.2274
765.9551, 117.9054
767.8836, 114.4156
769.8121, 111.3605
771.7405, 108.1936
773.6690, 105.4755
775.5975, 103.6271
777.5259, 102.1084
779.4544, 100.6024
781.3829, 99.38234
783.3113, 98.96330
785.2398, 98.54730
787.1683, 96.93187
789.0967, 95.11995
791.0252, 94.85527
792.9537, 95.63168
794.8821, 96.08076
796.8106, 95.96149
798.7391, 95.19347
800.6675, 94.06779
802.5960, 93.33492
804.5245, 92.92158
806.4529, 92.66621
808.3814, 92.61108
810.3099, 93.06645
812.2383, 94.36330
814.1668, 94.73669
816.0953, 93.60878
818.0237, 92.31252
819.9522, 90.22659
821.8807, 89.34187
823.8091, 91.08655
825.7376, 92.59217
827.6661, 92.44943
829.5945, 92.24140
831.5230, 93.04684
833.4515, 93.85950
835.3799, 93.95768
837.3084, 93.82979
839.2369, 93.59361
841.1653, 93.38539
843.0938, 93.62201
845.0223, 94.07545
846.9507, 94.37408
848.8792, 94.51199
850.8077, 94.35897
852.7361, 94.03412
854.6646, 94.13976
856.5931, 94.67429
858.5215, 95.56086
860.4500, 96.85564
862.3785, 97.07283
864.3069, 96.00381
866.2354, 95.15407
868.1639, 94.51440
870.0923, 93.87883
872.0208, 93.31596
873.9493, 92.96260
875.8777, 92.89681
877.8062, 92.09227
879.7347, 90.34581
881.6631, 88.35973
883.5916, 85.94576
885.5201, 84.25858
887.4485, 83.87301
889.3770, 83.70111
891.3055, 83.61659
893.2339, 83.31618
895.1624, 82.18239
897.0909, 81.38008
899.0193, 81.72192
900.9478, 82.08804
902.8763, 82.09840
904.8047, 81.88343
906.7332, 80.94473
908.6617, 79.81242
910.5901, 79.42426
912.5186, 79.51973
914.4471, 79.63672
916.3755, 79.59526
918.3040, 79.12358
920.2325, 78.49831
922.1609, 78.27071
924.0894, 78.28084
926.0179, 78.03634
927.9464, 77.70421
929.8748, 78.04810
931.8033, 78.85497
933.7318, 79.16360
935.6602, 78.94540
937.5887, 78.22540
939.5172, 77.24997
941.4456, 77.41942
943.3741, 78.63371
945.3026, 79.09554
947.2310, 78.67070
